Compound_Position,Compound_Name,log2_shNC_mean,log2_shRB1_1_mean,log2_shRB1_1_mean_shNC_mean
SK04A23,DMSO,-0.058235187,0.218367842,-0.276603029
SK04A24,DMSO,0.092037703,0.365181572,-0.273143869
SK04B01,Pifithrin-¦Ì,-0.052351241,0.039497654,-0.091848895
SK04B02,Carbenicillin disodium,-0.415349725,-0.370954003,-0.044395722
SK04B03,Aspirin,-0.252072226,-0.449924064,0.197851838
SK04B04,N6-methyladenosine (m6A),-0.584446371,-0.307506035,-0.276940337
SK04B05,Piceatannol,-0.330886433,-0.339549522,0.008663089
SK04B06,Fexofenadine HCl,-0.169117216,-0.403818039,0.234700823
SK04B07,Bepotastine Besilate,-0.323485388,-0.315622858,-0.00786253
SK04B08,Sitagliptin phosphate monohydrate,-0.245551454,-0.408574241,0.163022788
SK04B09,Azelnidipine,-0.031261783,0.22922592,-0.260487703
SK04B10,Desloratadine,-0.503855027,-0.260318628,-0.243536399
SK04B11,Naloxone HCl,0.01544377,-0.266744334,0.282188105
SK04B12,Probenecid ,-0.239456288,-0.362508777,0.123052489
SK04B13,Atovaquone,-0.299867783,-0.477563875,0.177696091
SK04B14,Doxapram HCl,-0.03447814,-0.241821775,0.207343635
SK04B15,Pyridoxine HCl ,-0.107802506,-0.331942583,0.224140077
SK04B16,Pheniramine Maleate,-0.167061443,-0.261779071,0.094717628
SK04B17,Sulfamerazine,-0.172414444,-0.340873705,0.168459261
SK04B18,Spironolactone,-0.276737028,-0.43637145,0.159634421
SK04B19,Estradiol valerate,-0.167097861,-0.28468526,0.117587399
SK04B20,Vitamin D3 ,-0.323251196,-0.467508946,0.144257749
SK04B21,Benztropine mesylate,-0.861819648,-0.31436248,-0.547457169
SK04B22,Sodium Nitrite,-0.257888742,-0.349310194,0.091421452
SK04B23,DMSO,-0.170674384,-0.179880155,0.009205771
SK04B24,DMSO,-0.064449455,0.179860463,-0.244309918
SK04C01,Trametinib (GSK1120212),-0.32753694,-0.7474442,0.419907261
SK04C02,GDC-0068,0.052649033,0.04356066,0.009088373
SK04C03,KW-2478,0.836884215,1.109129521,-0.272245306
SK04C04,CI994 (Tacedinaline),-1.21874814,-1.03080637,-0.18794177
SK04C05,Resminostat,-0.465593396,-0.875627346,0.41003395
SK04C06,Clindamycin,-0.141463117,-0.375364467,0.23390135
SK04C07,GSK1838705A,-0.059172101,0.206153048,-0.265325149
SK04C08,"Baricitinib (LY3009104, INCB028050)",-0.705334744,-0.546147276,-0.159187468
SK04C09,Nilvadipine,-0.454927461,-0.478187609,0.023260148
SK04C10,Golvatinib (E7050),-1.168512053,-1.26190418,0.093392127
SK04C11,TG101348 (SAR302503),-0.305679382,-1.157208968,0.851529586
SK04C12,WHI-P154,-0.176969563,-0.632806523,0.45583696
SK04C13,BGT226 (NVP-BGT226),-1.784638526,-1.538783223,-0.245855303
SK04C14,4-Aminohippuric Acid,-0.501222288,-0.392094156,-0.109128131
SK04C15,MK-2048,-0.366139846,-0.466812856,0.10067301
SK04C16,Tyrphostin 9 ,-0.494018414,-0.245487838,-0.248530577
SK04C17,Nocodazole,-0.7210996,-0.342598691,-0.378500908
SK04C18,Lumiracoxib,-0.302821679,-0.579065009,0.27624333
SK04C19,TAK-285,-0.053574679,-0.695446417,0.641871738
SK04C20,BAY 11-7082,-0.45582633,-0.181497308,-0.274329023
SK04C21,VU 0357121,-0.319186144,-0.606616265,0.287430121
SK04C22,Salubrinal,-0.213168959,0.235557801,-0.448726759
SK04C23,DMSO,-0.348111408,-0.306645235,-0.041466173
SK04C24,DMSO,-0.232378174,0.186985256,-0.41936343
SK04D01,Carbazochrome sodium sulfonate (AC-17),0.07470699,-0.330288093,0.404995082
SK04D02,Eletriptan HBr ,-0.140775179,-0.22840486,0.087629681
SK04D03,Niflumic acid,-0.646083028,-0.57304562,-0.073037408
SK04D04,Azlocillin sodium salt,-0.303340335,-0.414072485,0.11073215
SK04D05,Fenoprofen calcium hydrate,0.008153261,-0.498976936,0.507130197
SK04D06,Amidopyrine,-0.383520896,-0.398781178,0.015260281
SK04D07,Fosaprepitant dimeglumine salt,-0.369285426,-0.861809959,0.492524534
SK04D08,Lithocholic acid,-0.114232523,-0.49695719,0.382724667
SK04D09,Alverine Citrate,-0.497905549,-0.542197382,0.044291833
SK04D10,Hyoscyamine,-0.168777575,-0.348046648,0.179269073
SK04D11,Chlorhexidine HCl,-1.909882957,-2.054037544,0.144154587
SK04D12,Procaine HCl,-0.176136656,-0.439664855,0.2635282
SK04D13,Etravirine (TMC125),0.103141865,0.02285826,0.080283605
SK04D14,Dibucaine HCl,-0.620427368,-0.542694926,-0.077732442
SK04D15,Vitamin C,-0.388780395,-0.716523548,0.327743153
SK04D16,Estradiol Cypionate,-0.146145023,-0.540329415,0.394184392
SK04D17,Sulfamethazine,-0.532104406,-0.45404977,-0.078054636
SK04D18,Retapamulin,-3.053039829,-2.690421721,-0.362618108
SK04D19,Articaine HCl,-0.626616137,-0.633909383,0.007293246
SK04D20,Escitalopram Oxalate,-0.406258773,-0.431079117,0.024820344
SK04D21,Altrenogest,-0.414722654,-0.635475109,0.220752455
SK04D22,Zinc Pyrithione,-5.397060765,-5.260294717,-0.136766048
SK04D23,DMSO,-0.410168917,-0.305763479,-0.104405439
SK04D24,DMSO,-0.286755498,0.209617322,-0.49637282
SK04E01,A922500,-0.41459786,-0.712091994,0.297494134
SK04E02,MPEP,-0.264170841,-0.646127293,0.381956452
SK04E03,NVP-BSK805 2HCl,-0.403337028,-0.862242021,0.458904993
SK04E04,AM251,-0.21392977,-0.749652687,0.535722917
SK04E05,XL335,0.02439611,-0.480120057,0.504516167
SK04E06,Epiandrosterone,-0.373386117,-0.202452655,-0.170933462
SK04E07,YO-01027,-0.380834734,-0.558762261,0.177927527
SK04E08,BRL-54443,-0.393277964,-0.448630636,0.055352673
SK04E09,JTC-801,-2.069256794,-1.706328543,-0.36292825
SK04E10,IEM 1754 dihydrobroMide,-0.441428197,-0.477886127,0.03645793
SK04E11,PAC-1,-0.297826067,-0.625725031,0.327898963
SK04E12,Alogliptin,-0.359816897,-0.605689737,0.24587284
SK04E13,GW788388,-0.810044884,-0.7234272,-0.086617684
SK04E14,Acesulfame Potassium,-0.488537689,-0.436185147,-0.052352542
SK04E15,3-Methyladenine,-0.267954881,-0.577922303,0.309967422
SK04E16,ZM 323881 HCl,0.133330966,0.286675258,-0.153344292
SK04E17,CPI-613,-0.500429087,-0.58926012,0.088831034
SK04E18,PF-477736,-0.21016024,-0.007100099,-0.203060141
SK04E19,A-803467,-0.482609005,-0.608618663,0.126009658
SK04E20,Dapivirine (TMC120),-0.411707938,-0.651482415,0.239774476
SK04E21,WP1066,0.884636693,0.88027674,0.004359954
SK04E22,CHIR-99021 (CT99021) HCl,-0.848570565,-0.794362093,-0.054208472
SK04E23,DMSO,-0.529870626,-0.167853307,-0.362017319
SK04E24,DMSO,-0.236557715,0.242944439,-0.479502154
SK04F01,Clevudine ,-0.210422061,-0.214519802,0.004097741
SK04F02,Flumequine,-0.370829949,-0.184826029,-0.18600392
SK04F03,Ciclopirox ethanolamine,-0.427491179,-0.230570147,-0.196921032
SK04F04,Azacyclonol,-0.678655027,-0.509917408,-0.168737619
SK04F05,Linagliptin,-0.260142641,-0.541485244,0.281342602
SK04F06,Moclobemide (Ro 111163),-0.597960184,-0.479731271,-0.118228914
SK04F07,Rofecoxib ,-0.384764166,-0.588008518,0.203244352
SK04F08,Ethambutol HCl,-0.478683272,-0.301376425,-0.177306846
SK04F09,Azilsartan Medoxomil,-0.276074316,-0.246828738,-0.029245578
SK04F10,Cyclamic  acid,-0.65804274,-0.592180665,-0.065862075
SK04F11,Piracetam,-0.381243325,-0.587175145,0.20593182
SK04F12,Homatropine Methylbromide,-0.314214123,-0.438980852,0.124766728
SK04F13,Ulipristal,-0.176658882,0.087288258,-0.26394714
SK04F14,Methazolamide,-0.62971457,-0.530768881,-0.098945689
SK04F15,Sulfathiazole,-0.734841772,-0.734751881,-8.98911E-05
SK04F16,Bisacodyl,-0.39803237,-0.505770271,0.107737901
SK04F17,Sodium salicylate,-0.564556109,-0.585662112,0.021106003
SK04F18,Methyclothiazide,-0.373208084,-0.565797983,0.192589899
SK04F19,Gliquidone,-0.1506788,-0.496453969,0.345775169
SK04F20,Guanabenz Acetate,-0.313761326,-0.332148696,0.01838737
SK04F21,Ampicillin sodium,-0.551090028,-0.634133507,0.083043478
SK04F22,Propranolol HCl,-0.541079332,-0.445358442,-0.09572089
SK04F23,DMSO,-0.424205287,-0.3496387,-0.074566587
SK04F24,DMSO,-0.321835043,0.258380409,-0.580215452
SK04G01,BRL-15572,-0.284228865,-0.304033987,0.019805122
SK04G02,INK 128 (MLN0128),-0.351774147,-0.203421927,-0.148352219
SK04G03,PF-2545920,-0.832576704,-0.366509769,-0.466066935
SK04G04,TAE226 (NVP-TAE226),-0.137322532,0.144992086,-0.282314618
SK04G05,Nepicastat (SYN-117) HCl,-0.288011198,-0.157845307,-0.130165891
SK04G06,ARN-509,-0.375315533,-0.414870663,0.03955513
SK04G07,Geldanamycin,-0.207330666,0.132267505,-0.339598171
SK04G08,Carfilzomib (PR-171),-0.511559192,-1.001411166,0.489851975
SK04G09,PH-797804,-0.369929114,-0.572829038,0.202899924
SK04G10,CTEP (RO4956371),-1.163550506,-0.925235497,-0.238315009
SK04G11,GSK1070916,-0.150560469,-0.744240845,0.593680376
SK04G12,T0070907,-0.254986776,-0.560739423,0.305752647
SK04G13,Milciclib (PHA-848125),-0.282652446,-1.209707305,0.927054859
SK04G14,A-205804,-1.031691295,-0.869437436,-0.162253859
SK04G15,Dinaciclib (SCH727965),-0.763729712,-0.756958655,-0.006771057
SK04G16,ZM 306416,-0.224518159,-0.393363929,0.16884577
SK04G17,PF-5274857,-0.664726758,-0.467912977,-0.196813782
SK04G18,JNJ-7777120,-0.400938728,-0.352321926,-0.048616802
SK04G19,Laquinimod,-0.234253717,-0.677616236,0.443362518
SK04G20,GW9662,-0.446600392,-0.739808096,0.293207703
SK04G21,Lonafarnib,-1.731538835,-1.642979793,-0.088559042
SK04G22,Evacetrapib (LY2484595),-0.88762153,-0.906307528,0.018685998
SK04G23,DMSO,-0.595321652,-0.272756429,-0.322565224
SK04G24,DMSO,-0.176644891,0.137154796,-0.313799686
SK04H01,Rivaroxaban,-0.054276788,0.104166424,-0.158443212
SK04H02,Amitriptyline HCl ,-1.128762736,-1.190551841,0.061789106
SK04H03,Rimonabant,-0.055187216,-0.765788782,0.710601567
SK04H04,Reboxetine mesylate,-0.389233561,-0.42252976,0.033296199
SK04H05,Bindarit ,-0.548654315,-0.477578545,-0.07107577
SK04H06,Schisandrin B (Sch B),-0.231342964,-0.56484289,0.333499926
SK04H07,Cinepazide maleate,-0.139271324,-0.252734072,0.113462747
SK04H08,Doxycycline HCl,-3.580410815,-3.25857429,-0.321836524
SK04H09,Medetomidine HCl,-0.658376314,-0.643297613,-0.015078701
SK04H10,Ouabain,-0.469002116,-0.132158804,-0.336843313
SK04H11,Vanillin ,-0.608258308,-0.599351881,-0.008906427
SK04H12,Homatropine Bromide,-0.445971881,-0.385683255,-0.060288625
SK04H13,Indacaterol Maleate,-0.409480693,-0.444420419,0.034939726
SK04H14,Norethindrone,-0.378375604,-0.677332612,0.298957008
SK04H15,Oxybutynin chloride,-0.408467806,-0.448163192,0.039695386
SK04H16,Carbimazole,-0.483096262,-0.623442701,0.14034644
SK04H17,Methylthiouracil,-0.282210648,-0.624087857,0.341877209
SK04H18,Ropivacaine HCl,-0.512834596,-0.649375541,0.136540945
SK04H19,Butenafine HCl,-0.223231447,-0.71074764,0.487516193
SK04H20,Tinidazole,-0.452645011,-0.438107859,-0.014537151
SK04H21,Anagrelide HCl,-0.335280989,-0.268356718,-0.066924271
SK04H22,Mequinol,-0.592848803,-0.582483735,-0.010365067
SK04H23,DMSO,-0.191913679,-0.141563875,-0.050349804
SK04H24,DMSO,-0.296079336,0.107213021,-0.403292358
SK04I01,Flavopiridol HCl,-0.47085622,-0.219692336,-0.251163883
SK04I02,AT101,-0.410464076,-0.555779941,0.145315866
SK04I03,R547,-0.676618166,-0.76868228,0.092064114
SK04I04,RG108,-0.197731296,-0.207585293,0.009853997
SK04I05,GDC-0980 (RG7422),-0.153324292,0.058573374,-0.211897666
SK04I06,SAR131675,-0.119718235,0.057854515,-0.17757275
SK04I07,LY411575,-0.522200396,-0.219894405,-0.302305991
SK04I08,BML-190,-0.219095269,-0.154196993,-0.064898276
SK04I09,"Dacomitinib (PF299804, PF299)",-0.391936192,-0.363132507,-0.028803685
SK04I10,VU 0364770,-0.425773009,-0.566335006,0.140561997
SK04I11,PHA-767491,-0.322298844,-0.677471808,0.355172965
SK04I12,GW5074,-0.101880785,-0.137961793,0.036081009
SK04I13,Tivantinib (ARQ 197),-0.316566335,-0.20403173,-0.112534604
SK04I14,PJ34,-0.288741419,-0.04797197,-0.240769449
SK04I15,Dovitinib (TKI-258) Dilactic Acid  ,-0.221476301,0.021787565,-0.243263865
SK04I16,MLN0905,-0.198626306,-0.448069096,0.24944279
SK04I17,GW842166X,-0.444972495,-0.562521372,0.117548877
SK04I18,Ki16198,-0.218020407,-0.316097545,0.098077138
SK04I19,"Tofacitinib (CP-690550,Tasocitinib)",-0.433541519,-0.360775265,-0.072766254
SK04I20,ML161,-0.336880639,-0.51190608,0.17502544
SK04I21,AZD4547,-0.586166125,-0.644325544,0.058159419
SK04I22,TDZD-8,0.04622155,0.182883153,-0.136661604
SK04I23,DMSO,-0.280989987,-0.126626571,-0.154363417
SK04I24,DMSO,-0.094514869,0.245742851,-0.34025772
SK04J01,Paroxetine HCl,-0.082185067,-0.184687679,0.102502612
SK04J02,Adrenalone HCl,-0.022792956,-0.159103083,0.136310127
SK04J03,Cabazitaxel ,-0.253902853,-0.084608964,-0.169293889
SK04J04,Triflusal,-0.379233745,-0.263105855,-0.116127889
SK04J05,Vildagliptin (LAF-237),-0.130764527,-0.274457187,0.14369266
SK04J06,Betulinic acid,-0.261413118,-0.635428441,0.374015322
SK04J07,Azilsartan,-0.324298395,-0.114396143,-0.209902251
SK04J08,Pentamidine,-1.583767705,-1.478523266,-0.105244438
SK04J09,Epinephrine HCl,-0.14549472,-0.262542767,0.117048046
SK04J10,Allylthiourea,-0.315958617,-0.110306279,-0.205652338
SK04J11,Caspofungin Acetate,-0.211865719,-0.239798441,0.027932722
SK04J12,Hydroxyzine 2HCl,-0.302627306,-0.556633359,0.254006053
SK04J13,2-Thiouracil,-0.256068735,-0.180966693,-0.075102042
SK04J14,Olsalazine Sodium,-0.333990069,-0.23833123,-0.095658839
SK04J15,Ornidazole,-0.366548616,-0.375581714,0.009033098
SK04J16,Valdecoxib,-0.326600111,-0.287067543,-0.039532568
SK04J17,Methenamine ,-0.28305172,-0.358885281,0.07583356
SK04J18,Sodium Nitroprusside,-0.25307223,-0.266773786,0.013701556
SK04J19,Mepivacaine HCl,-0.225551197,-0.37348155,0.147930353
SK04J20,Guanidine HCl,-0.479362977,-0.219442658,-0.259920319
SK04J21,Antipyrine,-0.163503583,-0.425070233,0.261566651
SK04J22,Mefenamic Acid,-0.36889012,-0.300376928,-0.068513192
SK04J23,DMSO,-0.35537385,-0.355123071,-0.000250779
SK04J24,DMSO,-0.271834006,0.058380304,-0.330214309
SK04K01,Ibrutinib (PCI-32765),-0.247266311,-0.368695154,0.121428843
SK04K02,Ciproxifan,-0.24508046,-0.471488315,0.226407855
SK04K03,WAY-600,-0.785350239,-0.501615247,-0.283734992
SK04K04,OC000459,-0.499480073,-0.541032015,0.041551942
SK04K05,A-769662,-0.52028057,-0.666679376,0.146398806
SK04K06,BI-D1870,-0.624259801,-0.281975366,-0.342284435
SK04K07,CP-91149,-0.415626893,-0.253338704,-0.162288189
SK04K08,MRS 2578,-0.31649346,-0.003908289,-0.312585172
SK04K09,AG-1478 (Tyrphostin AG-1478),-0.475986585,-0.226298807,-0.249687778
SK04K10,ML130 (Nodinitib-1),-0.423020794,-0.285483189,-0.137537604
SK04K11,PF-04691502,-0.4234036,-0.16495099,-0.25845261
SK04K12,Camostat Mesilate,-0.380199263,-0.532850608,0.152651345
SK04K13,Varlitinib,-0.271988541,-0.401432922,0.129444381
SK04K14,PF-562271,-0.549229858,-0.930988183,0.381758324
SK04K15,MK-5108 (VX-689),-0.420394249,-0.688609133,0.268214884
SK04K16,GNF-2,-0.323924577,-0.567299972,0.243375394
SK04K17,M344,-0.751004704,-0.710528233,-0.040476471
SK04K18,Pirfenidone,-0.324297348,-0.46281709,0.138519741
SK04K19,Istradefylline,-0.33940924,-0.573707652,0.234298413
SK04K20,HC-030031,-0.303097807,-0.359604958,0.056507152
SK04K21,Galeterone,-0.25369336,-0.362507346,0.108813986
SK04K22,Apoptosis Activator 2,-0.427367214,-0.136838842,-0.290528371
SK04K23,DMSO,-0.372656625,-0.282586481,-0.090070145
SK04K24,DMSO,-0.235732732,0.034899871,-0.270632603
SK04L01,Zaltoprofen,-0.207321269,-0.058331611,-0.148989658
SK04L02,Azatadine dimaleate,-0.378048925,-0.26777058,-0.110278345
SK04L03,Bufexamac,-0.405982789,-0.647918079,0.24193529
SK04L04,Trifluoperazine 2HCl,-0.609807041,-1.004265655,0.394458613
SK04L05,Sitaxentan sodium,-0.293711035,-0.504171627,0.210460592
SK04L06,Triptolide (PG490),-0.597814857,-0.338515454,-0.259299402
SK04L07,Otilonium Bromide,-0.401915004,-0.267944784,-0.13397022
SK04L08,Mirabegron,-0.395235845,-0.331691639,-0.063544206
SK04L09,Diclofenac Potassium,-0.423439157,-0.481788275,0.058349117
SK04L10,Avanafil,-0.389976601,-0.218411565,-0.171565036
SK04L11,Dexmedetomidine,-0.322400055,-0.51309189,0.190691835
SK04L12,Aclidinium Bromide,-0.391627374,-0.71203014,0.320402766
SK04L13,Moguisteine,-0.462447612,-0.093712975,-0.368734636
SK04L14,Nafcillin Sodium,-0.423457753,-0.219339367,-0.204118386
SK04L15,Dexamethasone Acetate,-0.339607997,-0.362620844,0.023012847
SK04L16,Valganciclovir HCl,-0.423825054,-0.446522675,0.022697621
SK04L17,Milnacipran HCl,-0.410733856,-0.3946326,-0.016101257
SK04L18,Erythromycin Ethylsuccinate,-0.385741454,-0.774196355,0.388454902
SK04L19,Ethynodiol diacetate,-0.374693105,-0.49854718,0.123854075
SK04L20,Griseofulvin,-0.392843208,-0.465554814,0.072711607
SK04L21,Atomoxetine HCl,-0.417887693,-0.196589891,-0.221297801
SK04L22,Ticagrelor,-0.336048737,-0.832663681,0.496614943
SK04L23,DMSO,-0.566776864,-0.373517114,-0.193259749
SK04L24,DMSO,-0.334271344,0.052367021,-0.386638366
SK04M01,AS-604850,-0.218213652,-0.176574247,-0.041639405
SK04M02,BYL719,-0.054657242,-0.350237163,0.295579921
SK04M03,ADX-47273,-0.27773144,-0.447927659,0.170196219
SK04M04,TPCA-1,-0.348908949,-0.042299879,-0.30660907
SK04M05,RS-127445,-0.143768101,-0.276998189,0.133230087
SK04M06,Semaxanib (SU5416),-0.165269611,-0.628547586,0.463277975
SK04M07,TAK-901,-0.4019804,-1.192575911,0.790595511
SK04M08,SB271046,-0.420476269,-0.505332874,0.084856605
SK04M09,SB415286,-0.754581081,-0.50625455,-0.248326531
SK04M10,IMD 0354,-0.697722454,-0.94382673,0.246104276
SK04M11,AZ 628,-0.805250545,-1.042973629,0.237723085
SK04M12,Prucalopride,-0.485584395,-0.543822618,0.058238224
SK04M13,CUDC-907,-2.518666925,-2.171617314,-0.34704961
SK04M14,GW441756,-0.426261077,-0.182750372,-0.243510705
SK04M15,"Dalcetrapib (JTT-705, RO4607381)",-0.339453206,-0.549453588,0.210000382
SK04M16,Cobicistat (GS-9350),-0.248157699,-0.660070263,0.411912564
SK04M17,RITA (NSC 652287),-0.512236912,-0.495743942,-0.01649297
SK04M18,Tempol,-0.456532094,-0.645165398,0.188633304
SK04M19,Sotrastaurin,-0.417278013,-0.679290226,0.262012213
SK04M20,IOX2,-0.479193574,-0.412739867,-0.066453706
SK04M21,Sirtinol,-0.361602774,-0.505577974,0.1439752
SK04M22,TAK-715,-0.348660098,-0.104618082,-0.244042016
SK04M23,DMSO,-0.439263219,-0.181141114,-0.258122105
SK04M24,DMSO,-0.248829427,0.106035001,-0.354864428
SK04N01,Pazopanib,-0.341840772,-0.680517207,0.338676435
SK04N02,"(+,-)-Octopamine HCl",-0.383136677,-0.428321587,0.04518491
SK04N03,Lamotrigine,-0.18217325,-0.505881742,0.323708492
SK04N04,Catharanthine,-0.334076812,-0.204598588,-0.129478224
SK04N05,Daunorubicin HCl,-5.621234624,-5.422650657,-0.198583966
SK04N06,Pergolide mesylate,-0.30458973,-0.510326683,0.205736953
SK04N07,Bosentan Hydrate,-0.47135078,-0.519445043,0.048094262
SK04N08,Acebutolol HCl,0.142544337,-0.343437682,0.485982019
SK04N09,Diclofenac Diethylamine,-0.21515463,-0.550054231,0.334899601
SK04N10,Sodium Picosulfate,-0.202196092,-0.643335406,0.441139313
SK04N11,Foscarnet Sodium,-0.213976967,-0.489531383,0.275554415
SK04N12,Diphemanil Methylsulfate,-0.417238965,-0.657881824,0.240642858
SK04N13,Nadifloxacin ,-0.341223257,-0.210905985,-0.130317272
SK04N14,Tetrahydrozoline HCl,-0.29813394,-0.406355677,0.108221738
SK04N15,Trimethoprim,-0.6997092,-1.055141235,0.355432035
SK04N16,Nabumetone,-0.35535547,-0.385686566,0.030331096
SK04N17,Darifenacin HBr,-0.35013969,-0.552999907,0.202860217
SK04N18,Levobupivacaine HCl,-0.350822361,-0.599979321,0.249156959
SK04N19,Sertaconazole nitrate,-0.437518894,-0.47454707,0.037028176
SK04N20,Decamethonium Bromide,-0.562978493,-0.570684004,0.007705511
SK04N21,Betahistine 2HCl,-0.341321194,-0.603207292,0.261886098
SK04N22,Triamterene,-0.33740103,-0.552146808,0.214745778
SK04N23,DMSO,-0.426785891,-0.327919811,-0.09886608
SK04N24,DMSO,-0.22048929,0.019692301,-0.240181591
SK04O01,CAY10505,-0.270723844,-0.000187809,-0.270536035
SK04O02,Tyrphostin AG 879,-0.434233326,-0.198594845,-0.235638481
SK04O03,BMY 7378,-0.319242272,-0.160029234,-0.159213037
SK04O04,ML133 HCl,-0.347786023,-0.43088915,0.083103127
SK04O05,CH5132799,-0.370834251,-0.153267788,-0.217566463
SK04O06,Cathepsin Inhibitor 1,-0.114879551,-0.111841204,-0.003038347
SK04O07,AMG-900,-0.806708379,-0.784678636,-0.022029743
SK04O08,MK-801 (Dizocilpine),-0.592939895,-0.571614721,-0.021325174
SK04O09,Crenolanib (CP-868596),-0.693976279,-1.53618359,0.842207311
SK04O10,VUF 10166,-0.278223691,-0.210165452,-0.06805824
SK04O11,AMG-458,-0.641203488,-0.244404393,-0.396799095
SK04O12,(-)-MK 801 Maleate,-0.451522473,-0.128351235,-0.323171238
SK04O13,Canagliflozin,-0.354904758,-0.174880215,-0.180024544
SK04O14,VU 0361737,-0.851006767,-0.659960622,-0.191046145
SK04O15,SB705498,-0.465331791,-0.58546335,0.120131559
SK04O16,CCG 50014,-0.071640534,-0.044775844,-0.02686469
SK04O17,GW4064,-0.559747902,-0.650995745,0.091247843
SK04O18,Go 6983,-0.232847995,-0.812282464,0.579434469
SK04O19,Torcetrapib,-0.23186814,-0.168840955,-0.063027185
SK04O20,PF-4981517,-0.217815178,-0.400562762,0.182747584
SK04O21,CEP-33779,-0.715682953,-0.346355959,-0.369326995
SK04O22,Pifithrin-¦Á (PFT¦Á),-0.73765438,-0.258387145,-0.479267235
SK04O23,DMSO,-0.216203442,-0.071618021,-0.144585421
SK04O24,DMSO,0.023572785,0.162848426,-0.13927564
SK04P01,Amoxicillin,-0.185749056,0.058492682,-0.244241738
SK04P02,Ropinirole HCl,-0.110090407,-0.096111042,-0.013979365
SK04P03,PMSF ,-0.219221168,-0.196535279,-0.02268589
SK04P04,Meptazinol HCl,-0.241978644,-0.155214619,-0.086764025
SK04P05,Pravastatin sodium,-0.339031164,-0.216977109,-0.122054055
SK04P06,Cabozantinib malate (XL184),-0.199685197,-0.287881529,0.088196332
SK04P07,Rupatadine Fumarate,-0.180399929,-0.456848458,0.27644853
SK04P08,Ampiroxicam,-0.268515453,-0.032897137,-0.235618316
SK04P09,Ambroxol HCl,-0.265960968,-0.228992864,-0.036968104
SK04P10,Tolcapone,-0.294483953,-0.024913849,-0.269570103
SK04P11,Beclomethasone dipropionate,-0.065460883,0.063874562,-0.129335445
SK04P12,Vitamin D2 ,-0.139276724,-0.09488919,-0.044387535
SK04P13,Pidotimod,-0.001383291,-0.033683623,0.032300332
SK04P14,Toltrazuril,0.022235009,0.117294571,-0.095059563
SK04P15,Biotin (Vitamin B7),0.101058142,-0.003149486,0.104207627
SK04P16,Sertraline HCl,0.125052933,0.203765326,-0.078712393
SK04P17,Entacapone,0.060552424,0.106145118,-0.045592694
SK04P18,Ronidazole,0.082864856,0.128902097,-0.046037241
SK04P19,Tylosin tartrate,0.082613503,0.202808429,-0.120194926
SK04P20,Sodium 4-Aminosalicylate,-0.068702726,0.221373544,-0.29007627
SK04P21,Brinzolamide,0.035067336,0.271666863,-0.236599526
SK04P22,Sulfacetamide Sodium,0.099249962,0.193211703,-0.093961741
SK04P23,DMSO,0.008999791,0.133525465,-0.124525674
SK04P24,DMSO,0.083348792,0.211735886,-0.128387094
SK05A01,Spiramycin,-0.093329602,0.378990299,-0.4723199
SK05A02,Florfenicol,-0.80341498,-0.497347957,-0.306067023
SK05A03,Pramoxine HCl,-0.222860766,-0.193786296,-0.02907447
SK05A04,Chlorocresol,-0.16106402,-0.056943725,-0.104120295
SK05A05,Eprosartan Mesylate,0.010743553,0.035223967,-0.024480414
SK05A06,Azaperone,-0.116166733,-0.102685871,-0.013480862
SK05A07,Desvenlafaxine Succinate,-0.034464634,0.046837374,-0.081302008
SK05A08,Fluorometholone Acetate,-0.056457986,0.019506886,-0.075964872
SK05A09,Timolol Maleate,-0.079443712,-0.033843061,-0.04560065
SK05A10,Cepharanthine,0.017619259,-0.468007088,0.485626347
SK05A11,Dropropizine,-0.15055515,-0.225991976,0.075436826
SK05A12,Bromfenac Sodium,-0.23937896,-0.073599188,-0.165779772
SK05A13,Penfluridol,-0.827787924,-0.622514982,-0.205272943
SK05A14,Alizapride HCl,-0.167695275,0.012344227,-0.180039502
SK05A15,Doxofylline,-0.237213753,0.141822064,-0.379035817
SK05A16,Brimonidine Tartrate,-0.092038356,-0.03750508,-0.054533276
SK05A17,1-Hexadecanol,-0.116108913,0.154015695,-0.270124608
SK05A18,Carteolol HCl,-0.016766909,0.361883931,-0.37865084
SK05A19,Penciclovir,-0.228125446,-0.015634452,-0.212490994
SK05A20,Micafungin Sodium,-0.133924994,0.14244743,-0.276372424
SK05A21,Chlorquinaldol,-0.288703608,0.068361432,-0.35706504
SK05A22,Meclofenamate Sodium,-0.083831598,0.240964406,-0.324796004
SK05A23,DMSO,0.105007648,0.198474706,-0.093467058
SK05A24,DMSO,0.109975574,0.469716021,-0.359740446
SK05B01,TTNPB (Arotinoid Acid),-0.104638195,-0.256586526,0.151948331
SK05B02,IU1,-0.241739818,-0.145033972,-0.096705846
SK05B03,"MNS (3,4-Methylenedioxy-¦Â-nitrostyrene, MDBN)",1.239677395,1.022066315,0.21761108
SK05B04,AZD1080,-0.360680676,-0.533731099,0.173050423
SK05B05,VX-702,-0.367494745,-0.338174495,-0.02932025
SK05B06,Marimastat(BB-2516),-0.05997508,-0.296960936,0.236985856
SK05B07,VS-5584 (SB2343),-0.217462278,0.153890645,-0.371352923
SK05B08,ONX-0914 (PR-957),-0.477982913,-0.930700711,0.452717798
SK05B09,XL388,-0.285977396,0.024470874,-0.31044827
